<com.fasterxml.jackson.core.json.UTF8StreamJsonParser: com.fasterxml.jackson.core.JsonToken _handleUnexpectedValue(int)>;c - 2147483647
<com.fasterxml.jackson.core.json.UTF8StreamJsonParser: com.fasterxml.jackson.core.JsonToken _parseFloatThatStartsWithPeriod(boolean,boolean)>;java.lang.Class.initted - 0
<com.fasterxml.jackson.core.json.UTF8StreamJsonParser: com.fasterxml.jackson.core.JsonToken _parseFloatThatStartsWithPeriod(boolean,boolean)>;java.lang.Class.useCaches - 1
<com.fasterxml.jackson.core.json.UTF8StreamJsonParser: com.fasterxml.jackson.core.JsonToken _parseFloatThatStartsWithPeriod(boolean,boolean)>;neg - 2147483647
<com.fasterxml.jackson.core.json.UTF8StreamJsonParser: com.fasterxml.jackson.core.JsonToken _parseUnsignedNumber(int)>;java.lang.Class.initted - 0
<com.fasterxml.jackson.core.json.UTF8StreamJsonParser: com.fasterxml.jackson.core.JsonToken _parseUnsignedNumber(int)>;java.lang.Class.useCaches - 1
<com.fasterxml.jackson.core.json.UTF8StreamJsonParser: void _matchFalse()>;java.lang.Class.initted - 0
<com.fasterxml.jackson.core.json.UTF8StreamJsonParser: void _matchFalse()>;java.lang.Class.useCaches - 1
<com.fasterxml.jackson.core.json.UTF8StreamJsonParser: void _matchNull()>;java.lang.Class.initted - 0
<com.fasterxml.jackson.core.json.UTF8StreamJsonParser: void _matchNull()>;java.lang.Class.useCaches - 1
<com.fasterxml.jackson.core.json.UTF8StreamJsonParser: void _matchTrue()>;java.lang.Class.initted - 0
<com.fasterxml.jackson.core.json.UTF8StreamJsonParser: void _matchTrue()>;java.lang.Class.useCaches - 1
<com.fasterxml.jackson.core.json.UTF8DataInputJsonParser: com.fasterxml.jackson.core.JsonToken _nextAfterName()>;java.lang.Class.initted - 0
<com.fasterxml.jackson.core.json.UTF8DataInputJsonParser: com.fasterxml.jackson.core.JsonToken _nextAfterName()>;java.lang.Class.useCaches - 1
<com.fasterxml.jackson.core.json.UTF8DataInputJsonParser: void _skipString()>;java.lang.Class.initted - 0
<com.fasterxml.jackson.core.json.UTF8DataInputJsonParser: void _skipString()>;java.lang.Class.useCaches - 1
<com.fasterxml.jackson.core.json.UTF8DataInputJsonParser: int _skipWSOrEnd()>;java.lang.Class.initted - 0
<com.fasterxml.jackson.core.json.UTF8DataInputJsonParser: int _skipWSOrEnd()>;java.lang.Class.useCaches - 1
<com.fasterxml.jackson.core.json.UTF8DataInputJsonParser: void _closeScope(int)>;java.lang.Class.initted - 0
<com.fasterxml.jackson.core.json.UTF8DataInputJsonParser: void _closeScope(int)>;java.lang.Class.useCaches - 1
<com.fasterxml.jackson.core.json.UTF8DataInputJsonParser: int _skipWS()>;java.lang.Class.initted - 0
<com.fasterxml.jackson.core.json.UTF8DataInputJsonParser: int _skipWS()>;java.lang.Class.useCaches - 1
<com.fasterxml.jackson.core.json.UTF8DataInputJsonParser: com.fasterxml.jackson.core.JsonToken _nextTokenNotInObject(int)>;java.lang.Class.initted - 0
<com.fasterxml.jackson.core.json.UTF8DataInputJsonParser: com.fasterxml.jackson.core.JsonToken _nextTokenNotInObject(int)>;java.lang.Class.useCaches - 1
<com.fasterxml.jackson.core.json.UTF8DataInputJsonParser: java.lang.String _parseName(int)>;java.lang.Class.initted - 0
<com.fasterxml.jackson.core.json.UTF8DataInputJsonParser: java.lang.String _parseName(int)>;java.lang.Class.useCaches - 1
<com.fasterxml.jackson.core.json.UTF8DataInputJsonParser: com.fasterxml.jackson.core.JsonToken _parseNegNumber()>;java.lang.Class.initted - 0
<com.fasterxml.jackson.core.json.UTF8DataInputJsonParser: com.fasterxml.jackson.core.JsonToken _parseNegNumber()>;java.lang.Class.useCaches - 1
<com.fasterxml.jackson.core.json.UTF8DataInputJsonParser: com.fasterxml.jackson.core.JsonToken _parsePosNumber()>;java.lang.Class.initted - 0
<com.fasterxml.jackson.core.json.UTF8DataInputJsonParser: com.fasterxml.jackson.core.JsonToken _parsePosNumber()>;java.lang.Class.useCaches - 1
<com.fasterxml.jackson.core.json.UTF8DataInputJsonParser: com.fasterxml.jackson.core.JsonToken _handleUnexpectedValue(int)>;c - 2147483647
<com.fasterxml.jackson.core.json.UTF8DataInputJsonParser: com.fasterxml.jackson.core.JsonToken _parseFloatThatStartsWithPeriod(boolean,boolean)>;java.lang.Class.initted - 0
<com.fasterxml.jackson.core.json.UTF8DataInputJsonParser: com.fasterxml.jackson.core.JsonToken _parseFloatThatStartsWithPeriod(boolean,boolean)>;java.lang.Class.useCaches - 1
<com.fasterxml.jackson.core.json.UTF8DataInputJsonParser: com.fasterxml.jackson.core.JsonToken _parseFloatThatStartsWithPeriod(boolean,boolean)>;neg - 2147483647
<com.fasterxml.jackson.core.json.UTF8DataInputJsonParser: com.fasterxml.jackson.core.JsonToken _parseUnsignedNumber(int)>;java.lang.Class.initted - 0
<com.fasterxml.jackson.core.json.UTF8DataInputJsonParser: com.fasterxml.jackson.core.JsonToken _parseUnsignedNumber(int)>;java.lang.Class.useCaches - 1
<com.fasterxml.jackson.core.json.UTF8DataInputJsonParser: void _matchToken(java.lang.String,int)>;i - 2147483647
<com.fasterxml.jackson.core.json.UTF8DataInputJsonParser: void _matchToken(java.lang.String,int)>;java.lang.Class.initted - 0
<com.fasterxml.jackson.core.json.UTF8DataInputJsonParser: void _matchToken(java.lang.String,int)>;java.lang.Class.useCaches - 1
<com.fasterxml.jackson.core.json.ReaderBasedJsonParser: com.fasterxml.jackson.core.JsonToken _nextAfterName()>;java.lang.Class.initted - 0
<com.fasterxml.jackson.core.json.ReaderBasedJsonParser: com.fasterxml.jackson.core.JsonToken _nextAfterName()>;java.lang.Class.useCaches - 1
<com.fasterxml.jackson.core.json.ReaderBasedJsonParser: void _skipString()>;java.lang.Class.initted - 0
<com.fasterxml.jackson.core.json.ReaderBasedJsonParser: void _skipString()>;java.lang.Class.useCaches - 1
<com.fasterxml.jackson.core.json.ReaderBasedJsonParser: int _skipWSOrEnd()>;java.lang.Class.initted - 0
<com.fasterxml.jackson.core.json.ReaderBasedJsonParser: int _skipWSOrEnd()>;java.lang.Class.useCaches - 1
<com.fasterxml.jackson.core.json.ReaderBasedJsonParser: void _closeScope(int)>;java.lang.Class.initted - 0
<com.fasterxml.jackson.core.json.ReaderBasedJsonParser: void _closeScope(int)>;java.lang.Class.useCaches - 1
<com.fasterxml.jackson.core.json.ReaderBasedJsonParser: int _skipComma(int)>;java.lang.Class.initted - 0
<com.fasterxml.jackson.core.json.ReaderBasedJsonParser: int _skipComma(int)>;java.lang.Class.useCaches - 1
<com.fasterxml.jackson.core.json.ReaderBasedJsonParser: void _updateNameLocation()>;java.lang.Class.initted - 0
<com.fasterxml.jackson.core.json.ReaderBasedJsonParser: void _updateNameLocation()>;java.lang.Class.useCaches - 1
<com.fasterxml.jackson.core.json.ReaderBasedJsonParser: java.lang.String _parseName()>;java.lang.Class.initted - 0
<com.fasterxml.jackson.core.json.ReaderBasedJsonParser: java.lang.String _parseName()>;java.lang.Class.useCaches - 1
<com.fasterxml.jackson.core.json.ReaderBasedJsonParser: java.lang.String _handleOddName(int)>;java.lang.Class.initted - 0
<com.fasterxml.jackson.core.json.ReaderBasedJsonParser: java.lang.String _handleOddName(int)>;java.lang.Class.useCaches - 1
<com.fasterxml.jackson.core.json.ReaderBasedJsonParser: int _skipColon()>;java.lang.Class.initted - 0
<com.fasterxml.jackson.core.json.ReaderBasedJsonParser: int _skipColon()>;java.lang.Class.useCaches - 1
<com.fasterxml.jackson.core.json.ReaderBasedJsonParser: void _updateLocation()>;java.lang.Class.initted - 0
<com.fasterxml.jackson.core.json.ReaderBasedJsonParser: void _updateLocation()>;java.lang.Class.useCaches - 1
<com.fasterxml.jackson.core.json.JsonReadContext: com.fasterxml.jackson.core.json.JsonReadContext createChildArrayContext(int,int)>;java.lang.Class.initted - 0
<com.fasterxml.jackson.core.json.JsonReadContext: com.fasterxml.jackson.core.json.JsonReadContext createChildArrayContext(int,int)>;java.lang.Class.useCaches - 1
<com.fasterxml.jackson.core.json.JsonReadContext: com.fasterxml.jackson.core.json.JsonReadContext createChildObjectContext(int,int)>;java.lang.Class.initted - 0
<com.fasterxml.jackson.core.json.JsonReadContext: com.fasterxml.jackson.core.json.JsonReadContext createChildObjectContext(int,int)>;java.lang.Class.useCaches - 1
<com.fasterxml.jackson.core.json.ReaderBasedJsonParser: void _matchTrue()>;java.lang.Class.initted - 0
<com.fasterxml.jackson.core.json.ReaderBasedJsonParser: void _matchTrue()>;java.lang.Class.useCaches - 1
<com.fasterxml.jackson.core.json.ReaderBasedJsonParser: void _matchFalse()>;java.lang.Class.initted - 0
<com.fasterxml.jackson.core.json.ReaderBasedJsonParser: void _matchFalse()>;java.lang.Class.useCaches - 1
<com.fasterxml.jackson.core.json.ReaderBasedJsonParser: void _matchNull()>;java.lang.Class.initted - 0
<com.fasterxml.jackson.core.json.ReaderBasedJsonParser: void _matchNull()>;java.lang.Class.useCaches - 1
<com.fasterxml.jackson.core.json.ReaderBasedJsonParser: com.fasterxml.jackson.core.JsonToken _parseSignedNumber(boolean)>;java.lang.Class.initted - 0
<com.fasterxml.jackson.core.json.ReaderBasedJsonParser: com.fasterxml.jackson.core.JsonToken _parseSignedNumber(boolean)>;java.lang.Class.useCaches - 1
<com.fasterxml.jackson.core.json.ReaderBasedJsonParser: com.fasterxml.jackson.core.JsonToken _parseSignedNumber(boolean)>;negative - 2147483647
<com.fasterxml.jackson.core.json.ReaderBasedJsonParser: com.fasterxml.jackson.core.JsonToken _handleOddValue(int)>;i - 2147483647
<com.fasterxml.jackson.core.json.ReaderBasedJsonParser: com.fasterxml.jackson.core.JsonToken _parseFloatThatStartsWithPeriod(boolean)>;java.lang.Class.initted - 0
<com.fasterxml.jackson.core.json.ReaderBasedJsonParser: com.fasterxml.jackson.core.JsonToken _parseFloatThatStartsWithPeriod(boolean)>;java.lang.Class.useCaches - 1
<com.fasterxml.jackson.core.json.ReaderBasedJsonParser: com.fasterxml.jackson.core.JsonToken _parseFloatThatStartsWithPeriod(boolean)>;neg - 2147483647
<com.fasterxml.jackson.core.json.ReaderBasedJsonParser: com.fasterxml.jackson.core.JsonToken _parseUnsignedNumber(int)>;java.lang.Class.initted - 0
<com.fasterxml.jackson.core.json.ReaderBasedJsonParser: com.fasterxml.jackson.core.JsonToken _parseUnsignedNumber(int)>;java.lang.Class.useCaches - 1
<com.fasterxml.jackson.core.JsonStreamContext: boolean inRoot()>;java.lang.Class.initted - 0
<com.fasterxml.jackson.core.JsonStreamContext: boolean inRoot()>;java.lang.Class.useCaches - 1
<com.fasterxml.jackson.core.JsonStreamContext: boolean inArray()>;java.lang.Class.initted - 0
<com.fasterxml.jackson.core.JsonStreamContext: boolean inArray()>;java.lang.Class.useCaches - 1
<com.fasterxml.jackson.core.base.ParserBase: com.fasterxml.jackson.core.io.ContentReference _contentReference()>;java.lang.Class.initted - 0
<com.fasterxml.jackson.core.base.ParserBase: com.fasterxml.jackson.core.io.ContentReference _contentReference()>;java.lang.Class.useCaches - 1
<com.fasterxml.jackson.core.json.JsonReadContext: com.fasterxml.jackson.core.JsonLocation startLocation(com.fasterxml.jackson.core.io.ContentReference)>;java.lang.Class.initted - 0
<com.fasterxml.jackson.core.json.JsonReadContext: com.fasterxml.jackson.core.JsonLocation startLocation(com.fasterxml.jackson.core.io.ContentReference)>;java.lang.Class.useCaches - 1
<com.fasterxml.jackson.core.base.ParserMinimalBase: void _reportInvalidEOF(java.lang.String,com.fasterxml.jackson.core.JsonToken)>;java.lang.Class.initted - 0
<com.fasterxml.jackson.core.base.ParserMinimalBase: void _reportInvalidEOF(java.lang.String,com.fasterxml.jackson.core.JsonToken)>;java.lang.Class.useCaches - 1
<com.fasterxml.jackson.core.JsonParser: com.fasterxml.jackson.core.JsonParseException _constructError(java.lang.String)>;java.lang.Class.initted - 0
<com.fasterxml.jackson.core.JsonParser: com.fasterxml.jackson.core.JsonParseException _constructError(java.lang.String)>;java.lang.Class.useCaches - 1
<com.fasterxml.jackson.core.json.async.NonBlockingUtf8JsonParserBase: com.fasterxml.jackson.core.JsonToken _finishKeywordTokenWithEOF(java.lang.String,int,com.fasterxml.jackson.core.JsonToken)>;java.lang.Class.initted - 0
<com.fasterxml.jackson.core.json.async.NonBlockingUtf8JsonParserBase: com.fasterxml.jackson.core.JsonToken _finishKeywordTokenWithEOF(java.lang.String,int,com.fasterxml.jackson.core.JsonToken)>;java.lang.Class.useCaches - 1
<com.fasterxml.jackson.core.json.async.NonBlockingUtf8JsonParserBase: com.fasterxml.jackson.core.JsonToken _finishNonStdTokenWithEOF(int,int)>;java.lang.Class.initted - 0
<com.fasterxml.jackson.core.json.async.NonBlockingUtf8JsonParserBase: com.fasterxml.jackson.core.JsonToken _finishNonStdTokenWithEOF(int,int)>;java.lang.Class.useCaches - 1
<com.fasterxml.jackson.core.json.async.NonBlockingUtf8JsonParserBase: com.fasterxml.jackson.core.JsonToken _finishErrorTokenWithEOF()>;java.lang.Class.initted - 0
<com.fasterxml.jackson.core.json.async.NonBlockingUtf8JsonParserBase: com.fasterxml.jackson.core.JsonToken _finishErrorTokenWithEOF()>;java.lang.Class.useCaches - 1
<com.fasterxml.jackson.core.json.async.NonBlockingJsonParserBase: com.fasterxml.jackson.core.JsonToken _valueCompleteInt(int,java.lang.String)>;java.lang.Class.initted - 0
<com.fasterxml.jackson.core.json.async.NonBlockingJsonParserBase: com.fasterxml.jackson.core.JsonToken _valueCompleteInt(int,java.lang.String)>;java.lang.Class.useCaches - 1
<com.fasterxml.jackson.core.json.async.NonBlockingJsonParserBase: com.fasterxml.jackson.core.JsonToken _valueCompleteInt(int,java.lang.String)>;value - 2147483647
<com.fasterxml.jackson.core.util.TextBuffer: int getCurrentSegmentSize()>;java.lang.Class.initted - 0
<com.fasterxml.jackson.core.util.TextBuffer: int getCurrentSegmentSize()>;java.lang.Class.useCaches - 1
<com.fasterxml.jackson.core.json.async.NonBlockingJsonParserBase: com.fasterxml.jackson.core.JsonToken _valueComplete(com.fasterxml.jackson.core.JsonToken)>;java.lang.Class.initted - 0
<com.fasterxml.jackson.core.json.async.NonBlockingJsonParserBase: com.fasterxml.jackson.core.JsonToken _valueComplete(com.fasterxml.jackson.core.JsonToken)>;java.lang.Class.useCaches - 1
<java.lang.StringBuilder: java.lang.StringBuilder append(int)>;l1 - 2147483647
<com.fasterxml.jackson.core.json.async.NonBlockingUtf8JsonParserBase: com.fasterxml.jackson.core.JsonToken _finishBOM(int)>;bytesHandled#1 - 2147483647
<com.fasterxml.jackson.core.json.async.NonBlockingUtf8JsonParserBase: com.fasterxml.jackson.core.JsonToken _finishBOM(int)>;java.lang.Class.initted - 0
<com.fasterxml.jackson.core.json.async.NonBlockingUtf8JsonParserBase: com.fasterxml.jackson.core.JsonToken _finishBOM(int)>;java.lang.Class.useCaches - 1
<com.fasterxml.jackson.core.json.async.NonBlockingUtf8JsonParserBase: com.fasterxml.jackson.core.JsonToken _parseEscapedName(int,int,int)>;java.lang.Class.initted - 0
<com.fasterxml.jackson.core.json.async.NonBlockingUtf8JsonParserBase: com.fasterxml.jackson.core.JsonToken _parseEscapedName(int,int,int)>;java.lang.Class.useCaches - 1
<com.fasterxml.jackson.core.json.async.NonBlockingUtf8JsonParserBase: com.fasterxml.jackson.core.JsonToken _parseEscapedName(int,int,int)>;qlen - 2147483647
<com.fasterxml.jackson.core.json.async.NonBlockingUtf8JsonParserBase: com.fasterxml.jackson.core.JsonToken _finishFieldWithEscape()>;java.lang.Class.initted - 0
<com.fasterxml.jackson.core.json.async.NonBlockingUtf8JsonParserBase: com.fasterxml.jackson.core.JsonToken _finishFieldWithEscape()>;java.lang.Class.useCaches - 1
<com.fasterxml.jackson.core.json.async.NonBlockingUtf8JsonParserBase: com.fasterxml.jackson.core.JsonToken _finishAposName(int,int,int)>;java.lang.Class.initted - 0
<com.fasterxml.jackson.core.json.async.NonBlockingUtf8JsonParserBase: com.fasterxml.jackson.core.JsonToken _finishAposName(int,int,int)>;java.lang.Class.useCaches - 1
<com.fasterxml.jackson.core.json.async.NonBlockingUtf8JsonParserBase: com.fasterxml.jackson.core.JsonToken _finishAposName(int,int,int)>;qlen - 2147483647
<com.fasterxml.jackson.core.json.async.NonBlockingUtf8JsonParserBase: com.fasterxml.jackson.core.JsonToken _finishUnquotedName(int,int,int)>;java.lang.Class.initted - 0
